"PRS1_1" "PRS1_2" "PRS1_3" "PRS2_1" "PRS2_2" "PRS2_3" "PRMG_1" "PRMG_2" "PRMG_3" "PRB_1" "PRB_2" "PRB_3"
"T459_17168" 3 1 1 1 1 0 0 0 1 3 2 0
"T459_17169" 12 7 13 17 11 22 23 17 21 29 50 72
"T459_17170" 450 481 436 440 470 630 511 573 535 547 542 435
"T459_17171" 80 97 73 113 93 151 48 61 48 36 19 3
"T459_17172" 142 107 100 88 92 146 205 197 153 226 192 270
"T459_17173" 24 11 7 23 20 27 24 24 41 9 18 13
"T459_17174" 85 97 76 103 92 80 227 219 152 415 277 496
"T459_17175" 77 77 102 125 111 136 176 181 189 190 121 95
"T459_17176" 13 12 45 3 1 1 0 1 2 1 1 1
"T459_17177" 3 10 6 19 18 12 7 18 4 8 11 4
"T459_17178" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17179" 1 1 0 0 0 0 0 0 0 0 0 0
"T459_17180" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17181" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17182" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17183" 0 0 2 0 0 0 0 0 0 0 0 0
"T459_17184" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_17185" 5 1 5 5 10 7 11 8 9 10 7 6
"T459_17186" 38 25 21 19 25 49 33 39 28 20 18 23
"T459_17187" 299 289 197 297 293 496 566 506 496 607 642 587
"T459_17188" 2 2 1 6 3 8 32 38 16 30 18 22
"T459_17189" 289 364 349 736 579 350 1263 1119 951 2751 3656 2746
"T459_17190" 139 120 120 153 172 200 187 162 195 176 372 217
"T459_17191" 100 93 68 37 30 48 4 11 9 0 0 0
"T459_17192" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17193" 402 431 333 417 326 279 464 454 400 606 442 473
"T459_17194" 19 12 12 10 17 18 28 25 21 15 13 17
"T459_17195" 26 46 24 95 68 48 99 131 125 129 114 144
"T459_17196" 125 130 164 818 778 1144 1174 1084 966 640 904 482
"T459_17197" 94 101 86 150 106 152 128 135 109 106 115 140
"T459_17198" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17199" 65 47 79 53 51 92 62 63 66 47 64 64
"T459_17200" 173 208 152 151 164 223 173 207 165 150 193 188
"T459_17201" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17202" 121 93 93 101 106 89 28 26 33 10 13 7
"T459_17203" 65 68 22 63 54 52 22 30 17 13 20 12
"T459_17204" 33 35 28 64 83 58 54 72 47 65 53 40
"T459_17205" 65 34 36 74 76 139 137 120 119 139 63 112
"T459_17206" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17207" 492 460 285 373 262 316 391 318 301 277 252 268
"T459_17208" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17209" 86 59 61 52 49 62 66 86 52 71 52 31
"T459_17210" 57 59 38 56 50 42 30 39 39 27 21 22
"T459_17211" 14 7 5 1 1 22 4 10 7 4 12 9
"T459_17212" 21 8 5 4 7 22 16 8 14 5 8 4
"T459_17213" 24 8 14 14 11 17 14 13 8 12 16 7
"T459_17214" 1 1 0 1 1 2 1 1 4 0 3 1
"T459_17215" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17216" 7 1 3 0 0 0 0 0 0 0 0 0
"T459_17217" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17218" 0 1 0 0 0 0 0 1 0 0 0 0
"T459_17219" 0 1 0 0 2 1 0 0 0 0 1 1
"T459_17220" 92 161 134 316 358 282 274 274 319 199 169 195
"T459_17221" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17222" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17223" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17224" 233 324 208 399 409 306 476 551 415 518 556 414
"T459_17225" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17226" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17227" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17228" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17229" 3 1 3 1 0 2 1 0 4 1 1 1
"T459_17230" 13 13 5 15 10 5 16 14 11 7 12 27
"T459_17231" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17232" 14 10 21 2 3 10 9 7 5 10 5 4
"T459_17233" 243 187 278 137 117 201 151 196 194 193 272 248
"T459_17234" 7 46 13 87 47 83 11 21 11 3 4 8
"T459_17235" 2 3 2 5 5 5 3 1 0 1 4 5
"T459_17236" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17237" 2 1 0 0 1 0 0 0 1 0 1 1
"T459_17238" 96 93 72 46 38 42 25 35 18 19 9 10
"T459_17239" 164 210 117 191 165 140 77 66 62 53 27 50
"T459_17240" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17241" 0 0 0 1 0 2 1 1 1 1 0 1
"T459_17242" 83 74 160 126 90 122 186 185 172 156 186 148
"T459_17243" 0 0 0 0 0 0 0 2 0 0 1 0
"T459_17244" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17245" 5 10 23 12 17 13 30 37 39 29 40 29
"T459_17246" 11 12 16 8 13 17 35 16 37 22 23 21
"T459_17247" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17248" 1 2 3 0 1 2 0 1 1 0 0 0
"T459_17249" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17250" 1 1 1 0 1 0 0 0 0 1 0 0
"T459_17251" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17252" 0 0 0 1 1 2 8 6 2 3 6 5
"T459_17253" 3 3 1 1 1 0 0 2 2 0 1 3
"T459_17254" 0 2 0 0 0 0 3 0 2 7 3 4
"T459_17255" 58 43 38 63 52 54 18 28 17 9 7 8
"T459_17256" 96 76 60 24 34 21 9 10 7 20 12 33
"T459_17257" 130 176 100 98 94 56 103 109 103 122 73 113
"T459_17258" 68 77 66 110 132 129 131 132 111 107 165 85
"T459_17259" 146 163 178 167 158 160 204 220 209 232 189 258
"T459_17260" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17261" 7 6 0 0 0 0 1 4 3 3 1 4
"T459_17262" 0 0 0 0 0 1 2 0 0 0 0 2
"T459_17263" 27 13 11 14 23 43 26 37 37 23 30 8
"T459_17264" 12 3 4 6 13 11 9 13 10 20 9 8
"T459_17265" 22 24 23 27 25 40 42 57 40 57 36 32
"T459_17266" 52 35 36 58 41 56 58 49 70 58 49 39
"T459_17267" 358 465 258 240 234 198 57 84 96 8 18 5
"T459_17268" 5 3 4 9 7 5 4 7 8 12 3 6
"T459_17269" 8 12 4 0 0 1 1 0 0 2 5 5
"T459_17270" 0 3 0 0 0 1 0 0 0 0 0 0
"T459_17271" 5 4 2 9 7 17 18 7 9 7 21 13
"T459_17272" 0 2 3 3 1 3 3 1 2 2 2 1
"T459_17273" 4 3 2 2 0 4 1 6 2 4 3 5
"T459_17274" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_17275" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17276" 12 8 3 4 2 6 7 6 8 5 7 5
"T459_17277" 67 63 94 37 30 33 25 30 29 7 18 6
"T459_17278" 18 10 13 16 10 19 13 29 25 15 18 18
"T459_17279" 1174 1225 746 1072 907 1036 1055 1161 1126 1291 1030 1118
"T459_17280" 3 3 2 8 9 2 6 0 0 3 4 1
"T459_17281" 3 4 0 2 0 0 1 1 0 0 1 0
"T459_17282" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17283" 0 0 0 1 0 2 0 0 1 0 0 0
"T459_17284" 0 1 0 3 2 0 0 1 0 2 1 0
"T459_17285" 1 0 3 1 1 3 2 2 0 6 9 1
"T459_17286" 1 2 1 1 1 2 1 1 0 0 2 0
"T459_17287" 2 1 1 1 1 1 0 0 0 0 0 0
"T459_17288" 0 0 0 0 0 0 1 0 0 0 0 0
"T459_17289" 7 2 5 5 6 6 6 6 10 11 7 5
"T459_17290" 0 0 0 0 2 0 6 1 0 2 2 2
"T459_17291" 1 2 3 1 4 7 7 15 9 8 9 6
"T459_17292" 0 0 2 0 0 3 0 0 1 2 6 6
"T459_17293" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17294" 719 1015 839 1783 1615 1439 1823 2038 2388 1890 1800 1793
"T459_17295" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17296" 0 0 0 0 3 0 0 1 0 0 0 0
"T459_17297" 116 94 110 56 34 57 65 74 87 50 47 38
"T459_17298" 8 15 31 9 8 10 31 26 17 26 26 49
"T459_17299" 218 265 223 269 283 259 423 384 363 355 342 255
"T459_17300" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17301" 15 15 12 3 0 0 2 2 0 6 5 4
"T459_17302" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17303" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17304" 23 37 18 58 33 47 335 301 246 383 360 392
"T459_17305" 0 0 0 0 0 1 0 0 1 2 0 0
"T459_17306" 1 0 0 0 0 0 2 1 0 2 0 1
"T459_17307" 0 0 1 1 0 1 2 2 0 0 1 1
"T459_17308" 0 0 1 0 0 0 2 1 1 0 0 1
"T459_17309" 0 3 4 2 0 5 5 2 8 8 9 3
"T459_17310" 78 108 93 118 102 105 31 37 61 45 31 32
"T459_17311" 18 14 10 21 26 38 13 12 20 8 7 5
"T459_17312" 3 0 0 2 0 4 33 19 7 47 12 22
"T459_17313" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_17314" 1 0 0 0 1 0 10 4 2 26 4 16
"T459_17315" 3 0 0 0 0 1 91 36 43 222 119 120
"T459_17316" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17317" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17318" 8 6 11 3 7 11 13 16 6 10 5 10
"T459_17319" 40 42 76 100 115 86 162 146 101 269 254 227
"T459_17320" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17321" 0 0 4 0 1 1 7 8 16 4 1 9
"T459_17322" 0 0 0 0 1 1 7 5 10 2 0 3
"T459_17323" 0 0 1 0 0 0 1 4 4 2 0 2
"T459_17324" 42 46 24 34 38 18 20 27 17 31 27 10
"T459_17325" 25 23 22 19 11 32 16 32 17 23 18 17
"T459_17326" 69 95 35 37 34 36 31 51 30 69 34 43
"T459_17327" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17328" 212 262 295 487 427 367 301 307 336 175 187 109
"T459_17329" 12 17 1 44 34 38 72 69 68 38 48 41
"T459_17330" 35 19 16 38 34 52 18 34 24 32 39 21
"T459_17331" 0 0 1 1 0 4 3 3 4 2 5 3
"T459_17332" 5 6 9 5 8 14 22 26 25 20 37 27
"T459_17333" 2 1 0 1 3 4 2 4 5 5 1 4
"T459_17334" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17335" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_17336" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17337" 0 0 0 0 0 0 2 1 1 1 3 0
"T459_17338" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17339" 12 13 7 8 9 11 26 19 9 34 24 31
"T459_17340" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17341" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17342" 43 46 71 70 76 91 140 135 99 144 102 99
"T459_17343" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17344" 198 219 181 190 149 169 215 264 209 255 343 372
"T459_17345" 19 24 36 35 34 59 70 61 88 81 73 82
"T459_17346" 1 0 0 0 0 0 0 0 0 0 0 0
"T459_17347" 164 163 135 134 101 97 163 145 116 162 163 203
"T459_17348" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_17349" 64 74 71 41 54 25 1 14 11 1 7 1
"T459_17350" 184 219 288 642 598 667 835 754 848 1006 680 836
"T459_17351" 477 385 332 891 905 1015 1310 1185 810 1306 742 1086
"T459_17352" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17353" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17354" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17355" 121 127 140 128 109 135 204 200 207 237 229 250
"T459_17356" 5 3 5 8 3 9 6 5 3 4 6 4
"T459_17357" 2 1 4 2 3 3 4 2 2 3 3 3
"T459_17358" 1 0 0 0 0 0 0 0 0 0 0 1
"T459_17359" 0 0 0 0 0 0 1 0 0 0 0 1
"T459_17360" 99 66 65 63 55 82 72 78 70 47 43 47
"T459_17361" 221 253 152 196 241 179 365 260 231 652 354 763
"T459_17362" 1 2 0 1 1 0 1 1 1 1 1 1
"T459_17363" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17364" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17365" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17366" 47 30 33 39 20 45 30 34 30 17 20 4
"T459_17367" 0 2 1 0 0 0 0 0 0 0 1 1
"T459_17368" 8 4 2 0 0 0 0 0 0 0 0 0
"T459_17369" 544 416 287 459 433 670 724 711 615 746 585 812
"T459_17370" 607 512 279 404 340 580 247 234 198 46 85 36
"T459_17371" 4 7 5 5 6 9 3 10 15 16 12 28
"T459_17372" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17373" 1 0 0 0 0 1 0 0 0 0 0 0
"T459_17374" 2 0 0 0 0 0 0 0 0 0 0 0
"T459_17375" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_17376" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17377" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_17378" 3 6 4 4 4 6 5 10 5 8 15 8
"T459_17379" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_17380" 0 0 0 1 0 1 0 0 0 1 2 2
"T459_17381" 0 0 0 0 0 0 1 0 1 0 1 0
"T459_17382" 1 0 0 0 0 1 6 3 0 3 31 2
"T459_17383" 94 47 61 65 70 81 103 92 89 108 76 126
"T459_17384" 0 0 2 0 0 0 0 1 0 0 1 0
"T459_17385" 0 0 0 2 0 1 0 0 2 2 3 1
"T459_17386" 37 27 51 65 44 57 104 96 104 117 73 224
"T459_17387" 1 0 2 2 0 1 3 0 8 1 1 0
"T459_17388" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_17389" 1 0 1 0 0 0 0 0 0 0 0 0
"T459_17390" 198 271 165 367 357 366 372 405 339 594 412 422
"T459_17391" 1 1 3 4 3 2 1 1 1 1 1 2
"T459_17392" 10 7 3 8 8 11 9 11 4 9 15 11
"T459_17393" 5 11 14 14 18 25 52 40 41 45 34 34
"T459_17394" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17395" 125 188 113 130 97 100 92 143 108 84 106 113
"T459_17396" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_17397" 0 1 2 0 1 1 2 0 1 5 1 7
"T459_17398" 43 58 32 56 66 86 54 70 57 24 24 23
"T459_17399" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_17400" 0 0 1 0 0 0 0 0 0 0 0 1
"T459_17401" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17402" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17403" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17404" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17405" 1 2 3 0 1 2 1 1 0 1 2 0
"T459_17406" 131 159 98 181 165 156 263 273 220 292 275 213
"T459_17407" 0 0 0 0 0 1 2 1 0 2 1 2
"T459_17408" 266 304 182 103 84 98 336 252 191 959 181 276
"T459_17409" 777 671 407 39 48 20 1 0 0 0 0 0
"T459_17410" 718 626 495 565 422 527 613 634 460 593 529 612
"T459_17411" 74 62 59 111 88 112 123 102 107 99 82 41
"T459_17412" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17413" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17414" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17415" 0 0 1 0 1 0 0 0 0 0 0 0
"T459_17416" 0 0 0 0 1 0 1 0 2 3 2 1
"T459_17417" 15 15 31 12 6 6 7 13 5 9 7 9
"T459_17418" 109 133 153 190 217 302 348 335 291 485 368 457
"T459_17419" 33 36 13 43 40 53 40 53 51 40 26 38
"T459_17420" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17421" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17422" 1 2 2 0 0 0 1 0 2 0 1 1
"T459_17423" 40 19 16 27 39 88 41 36 37 17 4 13
"T459_17424" 1 0 0 13 15 30 20 29 11 4 9 7
"T459_17425" 1 0 0 0 2 9 1 1 1 0 0 1
"T459_17426" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17427" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17428" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17429" 2 3 0 1 0 1 5 9 6 85 20 47
"T459_17430" 41 34 18 6 12 5 2 3 4 4 4 2
"T459_17431" 4 7 5 0 0 1 0 0 0 0 0 0
"T459_17432" 3 4 0 10 8 9 1 4 1 0 5 2
"T459_17433" 4 3 0 6 2 3 1 0 0 0 4 1
"T459_17434" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17435" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17436" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17437" 36 42 31 47 35 37 45 49 43 67 20 52
"T459_17438" 77 91 43 98 162 173 416 294 286 184 202 132
"T459_17439" 17 17 5 8 8 10 4 4 6 1 0 2
"T459_17440" 144 122 106 142 161 226 472 499 498 624 584 626
"T459_17441" 249 315 174 237 205 223 223 290 242 219 267 170
"T459_17442" 282 254 137 148 136 187 254 184 190 225 220 221
"T459_17443" 0 4 0 8 4 10 26 15 12 36 13 6
"T459_17444" 19 26 19 19 27 17 27 26 20 28 6 7
"T459_17445" 35 55 37 37 33 55 83 78 62 84 46 51
"T459_17446" 10 11 2 9 8 14 1 1 0 0 0 0
"T459_17447" 6 10 0 4 3 1 5 4 1 0 1 0
"T459_17448" 20 6 3 13 20 25 30 29 24 17 16 16
"T459_17449" 38 46 39 213 232 214 141 176 169 19 11 6
"T459_17450" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17451" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17452" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17453" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17454" 0 1 9 8 9 15 24 14 25 18 15 23
"T459_17455" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17456" 0 1 7 1 1 11 6 8 8 4 3 12
"T459_17457" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17458" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17459" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17460" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17461" 2 1 7 3 1 8 1 4 4 4 2 1
"T459_17462" 12 10 24 11 6 5 9 7 14 12 5 2
"T459_17463" 0 2 3 8 7 11 1 5 2 1 0 1
"T459_17464" 4 4 0 20 26 28 58 48 62 78 14 56
"T459_17465" 2 2 0 0 0 4 0 2 2 0 0 0
"T459_17466" 1 1 0 0 0 0 0 0 0 0 0 0
"T459_17467" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17468" 557 434 213 252 276 337 360 349 280 268 239 224
"T459_17469" 151 154 122 139 145 154 149 176 142 167 162 120
"T459_17470" 4 4 0 0 0 0 0 0 0 0 0 0
"T459_17471" 5 2 4 16 10 11 30 59 46 50 21 11
"T459_17472" 19 17 30 24 19 25 30 32 25 25 38 33
"T459_17473" 80 79 80 103 100 101 147 145 153 139 88 56
"T459_17474" 8 18 7 57 66 46 5 7 23 0 2 0
"T459_17475" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17476" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17477" 318 276 193 325 328 358 99 131 113 67 60 101
"T459_17478" 161 165 142 145 144 177 170 155 185 172 181 172
"T459_17479" 1 1 0 0 0 0 0 0 0 0 0 0
"T459_17480" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17481" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_17482" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17483" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_17484" 4 2 4 2 2 12 5 9 10 5 12 16
"T459_17485" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17486" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17487" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17488" 0 0 0 1 0 0 0 0 0 0 0 0
"T459_17489" 276 199 131 242 221 410 170 197 186 166 167 254
"T459_17490" 164 141 130 139 136 187 176 163 113 150 159 161
"T459_17491" 0 0 0 0 0 0 0 0 1 0 1 1
"T459_17492" 990 1087 505 139 109 131 2 0 3 2 1 1
"T459_17493" 863 851 779 773 638 746 1195 1158 991 1332 1212 1092
"T459_17494" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17495" 257 285 166 213 190 200 299 317 315 345 365 297
"T459_17496" 19 69 12 250 117 117 128 280 147 90 25 28
"T459_17497" 94 73 50 104 76 119 131 125 90 139 129 182
"T459_17498" 92 81 118 99 78 84 127 151 121 154 138 198
"T459_17499" 64 62 45 47 62 52 73 68 70 47 64 51
"T459_17500" 3 5 6 5 5 9 12 3 6 10 6 6
"T459_17501" 37 52 38 48 67 64 237 213 138 244 238 326
"T459_17502" 11 16 9 12 5 18 17 17 18 25 11 21
"T459_17503" 0 1 0 0 0 0 0 0 0 0 1 0
"T459_17504" 28 29 32 14 16 28 58 64 58 71 47 69
"T459_17505" 0 0 1 0 0 0 0 0 0 0 0 0
"T459_17506" 0 0 1 0 0 0 0 0 0 0 1 0
"T459_17507" 693 656 546 545 514 595 797 957 800 1005 1065 1304
"T459_17508" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17509" 0 0 0 8 5 9 26 9 15 44 15 44
"T459_17510" 33 39 21 179 137 159 272 254 289 258 226 338
"T459_17511" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17512" 9 11 13 31 25 14 35 35 23 14 8 7
"T459_17513" 8 16 30 51 41 51 30 46 32 16 8 12
"T459_17514" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17515" 256 134 104 195 186 468 288 249 285 192 273 388
"T459_17516" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17517" 47 45 17 13 6 14 1 1 3 3 0 0
"T459_17518" 80 135 56 58 66 84 25 35 27 7 20 7
"T459_17519" 1 5 1 0 1 0 0 0 0 0 1 2
"T459_17520" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17521" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17522" 475 426 263 345 335 385 390 483 459 379 194 214
"T459_17523" 40 56 10 32 10 14 17 8 3 11 17 73
"T459_17524" 66 73 30 32 38 42 23 44 45 30 38 7
"T459_17525" 125 109 138 156 187 146 257 239 223 273 245 234
"T459_17526" 4 1 1 5 9 12 13 17 25 20 3 15
"T459_17527" 472 299 309 121 112 127 43 63 43 39 50 40
"T459_17528" 4268 4059 1027 1704 1569 2133 2231 2727 2033 1587 716 985
"T459_17529" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17530" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17531" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17532" 58 62 70 86 72 100 64 122 81 116 65 109
"T459_17533" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17534" 375 443 447 569 582 539 1231 1315 1361 1853 1263 1241
"T459_17535" 81 59 45 120 95 137 23 36 14 5 8 6
"T459_17536" 19 17 11 26 30 51 39 33 40 30 23 25
"T459_17537" 1 1 1 1 3 3 4 5 3 3 4 4
"T459_17538" 34 44 38 39 58 56 35 70 51 24 38 7
"T459_17539" 71 100 56 76 72 111 96 103 78 82 108 91
"T459_17540" 36 25 40 45 59 54 161 121 160 116 200 119
"T459_17541" 4 5 2 6 7 12 13 20 14 25 25 17
"T459_17542" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17543" 1 5 1 6 5 4 6 12 5 5 5 12
"T459_17544" 2 1 2 23 17 15 48 34 57 47 55 56
"T459_17545" 109 169 93 250 245 248 532 409 400 425 791 216
"T459_17546" 18 12 9 4 9 5 3 5 3 5 4 2
"T459_17547" 122 119 95 108 123 195 306 294 353 395 422 323
"T459_17548" 75 77 80 87 82 75 145 146 142 153 134 122
"T459_17549" 160 145 104 141 122 245 216 258 230 248 137 210
"T459_17550" 18 7 13 107 88 165 501 270 287 333 239 518
"T459_17551" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17552" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17553" 3 2 1 1 0 1 0 0 0 0 1 0
"T459_17554" 83 46 30 41 38 89 77 78 73 89 40 60
"T459_17555" 410 455 194 98 89 107 0 3 0 2 0 0
"T459_17556" 61 71 84 158 178 155 448 404 369 1121 629 1108
"T459_17557" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_17558" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17559" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17560" 3 1 3 3 1 3 4 2 2 4 2 5
"T459_17561" 3274 3250 2248 1585 1092 1702 570 612 491 344 390 400
"T459_17562" 246 277 156 115 119 115 17 40 27 8 11 9
"T459_17563" 18 21 27 21 21 22 22 35 26 27 47 19
"T459_17564" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_17565" 22 26 32 13 5 14 1 1 3 1 0 0
"T459_17566" 0 2 0 1 1 0 1 0 0 0 2 1
"T459_17567" 50 47 34 38 25 58 77 56 54 85 53 52
"T459_17568" 0 0 0 1 0 0 0 0 0 1 1 0
"T459_17569" 45 37 49 18 8 14 0 0 0 0 0 0
"T459_17570" 168 127 141 180 184 289 317 324 334 382 345 348
"T459_17571" 0 0 1 0 0 0 0 0 0 0 0 0
"T459_17572" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17573" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17574" 4 6 6 5 4 4 8 9 3 4 7 4
"T459_17575" 0 0 0 0 0 0 1 0 0 0 1 0
"T459_17576" 62 81 55 318 321 523 73 124 172 27 29 26
"T459_17577" 16 19 27 1 1 1 3 2 1 2 0 3
"T459_17578" 2 6 3 2 4 0 1 3 1 3 3 0
"T459_17579" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17580" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17581" 14 8 5 0 0 6 2 2 9 0 0 3
"T459_17582" 261 216 180 227 203 323 668 497 688 684 424 443
"T459_17583" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17584" 25 21 11 10 10 20 33 26 47 19 19 26
"T459_17585" 26 51 30 23 16 18 14 22 21 8 6 0
"T459_17586" 1059 831 548 454 403 773 452 499 415 300 295 332
"T459_17587" 458 423 371 450 332 564 835 837 780 794 769 884
"T459_17588" 11 11 14 18 10 29 42 30 43 36 45 35
"T459_17589" 2 1 2 2 5 4 7 10 12 17 9 7
"T459_17590" 0 0 0 0 0 0 2 0 1 0 0 0
"T459_17591" 19 32 16 30 34 36 43 49 40 61 48 41
"T459_17592" 9 10 4 12 11 10 11 7 7 6 6 11
"T459_17593" 434 484 384 421 379 359 463 525 487 374 340 324
"T459_17594" 0 0 0 0 0 0 6 3 1 1 0 0
"T459_17595" 0 0 0 0 0 1 1 5 1 2 1 1
"T459_17596" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17597" 0 1 2 0 0 0 6 5 3 28 3 30
"T459_17598" 2 2 13 18 8 4 36 28 7 73 73 50
"T459_17599" 204 263 264 360 343 398 1139 893 966 1266 1390 1223
