"PRS1_1" "PRS1_2" "PRS1_3" "PRS2_1" "PRS2_2" "PRS2_3" "PRMG_1" "PRMG_2" "PRMG_3" "PRB_1" "PRB_2" "PRB_3"
"T459_16736" 222 208 195 238 241 322 364 403 362 370 319 262
"T459_16737" 143 109 195 137 140 198 224 262 219 303 256 246
"T459_16738" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16739" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16740" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16741" 56 51 22 67 41 38 32 50 33 24 22 30
"T459_16742" 101 138 128 76 73 78 10 16 9 0 5 7
"T459_16743" 1 2 3 0 1 3 0 1 0 2 1 1
"T459_16744" 1 1 4 0 2 1 1 1 1 2 0 2
"T459_16745" 85 48 71 51 43 122 83 81 89 59 70 101
"T459_16746" 103 165 173 175 158 159 171 205 216 141 133 248
"T459_16747" 5 12 14 14 12 10 16 24 27 21 23 30
"T459_16748" 0 2 1 0 0 1 1 1 0 1 5 2
"T459_16749" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16750" 1 0 0 1 0 0 5 5 2 9 2 5
"T459_16751" 3 3 2 3 3 1 6 10 0 4 8 4
"T459_16752" 1 0 0 1 0 4 2 0 1 2 2 1
"T459_16753" 1 2 0 1 1 2 3 1 2 0 4 1
"T459_16754" 0 1 0 0 2 1 1 3 5 3 2 4
"T459_16755" 0 3 0 2 0 7 2 2 2 0 1 0
"T459_16756" 0 0 1 8 3 2 10 27 12 8 19 2
"T459_16757" 0 0 1 1 1 1 4 1 4 2 3 0
"T459_16758" 0 0 1 3 3 5 6 10 4 4 0 2
"T459_16759" 0 1 1 2 1 2 3 4 1 3 3 1
"T459_16760" 0 0 2 2 4 0 0 0 1 0 0 0
"T459_16761" 5 6 3 1 1 1 1 0 0 1 0 0
"T459_16762" 7 2 0 0 2 6 1 2 2 1 0 1
"T459_16763" 32 29 14 25 28 31 28 35 21 19 10 13
"T459_16764" 4 3 2 3 6 5 9 7 10 8 9 12
"T459_16765" 3 0 1 3 2 4 2 8 4 4 6 2
"T459_16766" 8 3 7 3 4 15 13 9 9 13 9 10
"T459_16767" 2 4 1 7 1 12 8 5 4 5 7 4
"T459_16768" 75 63 51 71 63 66 43 67 48 13 32 15
"T459_16769" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16770" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16771" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16772" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_16773" 0 0 1 0 0 0 0 0 0 0 0 0
"T459_16774" 2313 3612 3259 2873 3504 3338 5024 4760 4576 4879 5515 3266
"T459_16775" 320 309 353 314 256 382 399 376 293 425 416 511
"T459_16776" 55 56 48 57 41 50 73 59 24 90 13 34
"T459_16777" 80 81 78 68 51 42 81 73 54 53 62 61
"T459_16778" 139 175 107 158 124 127 151 171 169 174 125 131
"T459_16779" 695 987 566 600 700 584 827 814 820 892 666 676
"T459_16780" 6 2 6 1 0 3 0 0 0 0 0 0
"T459_16781" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16782" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16783" 0 0 0 0 0 0 0 0 0 10 5 0
"T459_16784" 5 8 1 8 5 3 5 1 4 0 0 0
"T459_16785" 0 0 0 0 1 1 0 0 0 0 0 0
"T459_16786" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16787" 0 1 0 0 0 0 2 1 1 2 2 0
"T459_16788" 0 1 0 0 0 0 0 0 0 0 0 3
"T459_16789" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16790" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16791" 343 258 214 304 374 442 811 610 536 482 649 984
"T459_16792" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16793" 42 35 29 28 37 58 81 88 80 74 78 86
"T459_16794" 35 32 23 31 30 52 25 21 29 14 9 12
"T459_16795" 144 125 140 181 153 228 228 222 206 189 196 229
"T459_16796" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16797" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16798" 437 386 472 513 490 657 771 744 688 792 846 935
"T459_16799" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16800" 9 10 6 10 5 10 22 8 14 20 20 14
"T459_16801" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_16802" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16803" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_16804" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16805" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16806" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16807" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16808" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_16809" 0 4 1 0 1 0 0 0 0 0 0 0
"T459_16810" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16811" 9 3 7 32 49 15 1289 922 715 2029 695 1877
"T459_16812" 215 204 237 246 241 308 408 415 341 503 477 390
"T459_16813" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16814" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16815" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16816" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16817" 0 1 1 1 0 1 1 2 1 1 2 2
"T459_16818" 133 140 84 99 113 111 112 98 85 49 48 56
"T459_16819" 61 62 53 61 48 64 126 129 157 108 43 28
"T459_16820" 27 24 12 0 1 4 1 0 0 0 0 0
"T459_16821" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_16822" 6 5 6 9 7 5 7 7 12 6 8 3
"T459_16823" 0 0 0 18 3 6 2 1 4 1 1 3
"T459_16824" 4 3 2 2 4 6 1 4 0 0 0 0
"T459_16825" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16826" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16827" 4 6 11 13 9 12 21 17 17 25 23 32
"T459_16828" 121 123 141 239 206 405 260 248 243 302 289 378
"T459_16829" 66 40 54 53 82 92 87 101 75 57 42 53
"T459_16830" 36 47 35 52 47 48 47 66 40 36 40 43
"T459_16831" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16832" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16833" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16834" 162 187 140 175 143 160 171 234 193 174 229 143
"T459_16835" 86 65 7 272 375 367 477 265 177 399 466 155
"T459_16836" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16837" 65 70 60 96 84 70 98 110 113 121 91 99
"T459_16838" 135 116 87 139 119 191 226 208 181 201 205 160
"T459_16839" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16840" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16841" 206 188 146 122 79 62 71 59 41 57 90 77
"T459_16842" 289 327 252 366 321 343 471 528 463 509 372 419
"T459_16843" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16844" 93 59 68 136 152 266 421 395 334 370 387 497
"T459_16845" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16846" 23 17 28 25 21 30 30 29 18 21 37 15
"T459_16847" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16848" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16849" 108 92 53 109 99 109 147 155 114 130 138 117
"T459_16850" 1 1 2 0 1 2 4 4 3 5 3 6
"T459_16851" 27 22 23 10 28 65 70 66 65 73 42 101
"T459_16852" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16853" 0 0 0 0 1 0 0 0 0 0 0 0
"T459_16854" 165 158 152 113 111 153 169 171 130 142 129 144
"T459_16855" 2 2 0 1 4 0 13 4 7 17 11 123
"T459_16856" 26 23 24 57 38 56 50 58 55 42 56 37
"T459_16857" 101 81 195 184 227 244 181 166 173 189 130 136
"T459_16858" 54 54 56 57 35 48 53 59 37 46 45 33
"T459_16859" 21 32 31 29 22 22 20 36 29 19 29 29
"T459_16860" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16861" 16 25 10 12 7 13 19 33 13 53 20 24
"T459_16862" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16863" 1 0 1 0 0 2 0 1 0 1 3 1
"T459_16864" 2 5 3 2 6 9 4 2 3 5 7 1
"T459_16865" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16866" 33 21 18 15 8 21 4 6 5 2 1 3
"T459_16867" 144 282 73 220 147 143 195 218 219 205 603 305
"T459_16868" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16869" 0 0 0 1 0 1 0 0 1 0 2 0
"T459_16870" 565 590 404 686 553 656 424 535 525 411 220 172
"T459_16871" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16872" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16873" 63 69 68 35 38 35 34 34 34 28 54 24
"T459_16874" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16875" 1196 1094 1291 638 574 563 795 838 600 953 1418 911
"T459_16876" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_16877" 504 409 189 329 324 400 428 456 438 458 1129 634
"T459_16878" 2 0 0 0 0 1 1 0 0 0 0 3
"T459_16879" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16880" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16881" 2 0 2 1 0 2 3 3 3 1 0 1
"T459_16882" 3 4 0 2 1 2 2 4 4 2 7 4
"T459_16883" 457 368 294 126 91 128 42 68 59 32 30 24
"T459_16884" 2 2 1 1 1 1 1 1 0 0 9 10
"T459_16885" 356 332 119 177 230 234 435 366 288 297 132 224
"T459_16886" 0 0 0 0 0 0 1 0 0 0 0 0
"T459_16887" 874 949 728 831 690 590 791 928 880 799 632 660
"T459_16888" 1 0 0 1 0 2 3 5 0 2 0 2
"T459_16889" 10 9 12 4 1 2 5 8 7 9 8 15
"T459_16890" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_16891" 3806 3172 1789 1097 1077 1732 1818 1793 2039 596 1312 1206
"T459_16892" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16893" 212 169 262 295 400 388 324 330 230 300 61 137
"T459_16894" 898 594 439 606 625 932 421 386 312 537 512 455
"T459_16895" 1 2 0 0 2 3 4 5 2 0 0 1
"T459_16896" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16897" 0 0 2 0 0 1 3 0 1 5 3 6
"T459_16898" 0 0 1 0 0 0 0 0 0 0 0 0
"T459_16899" 134 145 83 128 136 123 171 179 166 272 256 287
"T459_16900" 1 0 2 21 16 26 89 87 73 47 29 36
"T459_16901" 782 935 586 743 559 476 593 787 592 670 582 582
"T459_16902" 35 23 37 32 48 70 81 87 91 118 110 130
"T459_16903" 53 46 61 58 62 85 92 92 85 62 42 41
"T459_16904" 1 0 2 0 0 3 6 8 6 6 0 0
"T459_16905" 137 96 41 153 132 219 257 237 170 311 177 328
"T459_16906" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16907" 444 492 300 109 87 90 15 20 16 7 2 0
"T459_16908" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_16909" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_16910" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16911" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_16912" 25 33 23 37 32 48 42 52 31 49 40 45
"T459_16913" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16914" 1 0 0 4 5 10 16 11 12 3 2 9
"T459_16915" 72 46 47 52 71 140 56 52 52 56 54 84
"T459_16916" 20 12 8 0 1 0 0 0 0 0 1 3
"T459_16917" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16918" 62 60 45 28 25 20 17 14 9 1 8 8
"T459_16919" 2 0 0 1 0 1 3 0 1 0 1 1
"T459_16920" 4 2 6 0 0 2 0 0 1 1 4 0
"T459_16921" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16922" 3 7 0 1 0 0 1 2 0 1 1 1
"T459_16923" 52 50 54 88 98 125 152 167 115 143 96 99
"T459_16924" 0 0 1 1 1 2 1 0 0 0 0 0
"T459_16925" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16926" 4 1 1 2 3 14 6 5 7 1 0 2
"T459_16927" 2 1 4 3 2 1 1 0 1 0 0 0
"T459_16928" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16929" 147 108 101 96 85 94 93 114 115 75 76 91
"T459_16930" 37 22 17 34 22 30 4 2 6 0 1 1
"T459_16931" 2 3 2 1 2 2 6 7 6 4 1 1
"T459_16932" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16933" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_16934" 131 150 106 175 135 194 170 190 119 140 134 132
"T459_16935" 86 86 102 111 122 93 376 240 166 563 710 861
"T459_16936" 4 1 2 0 0 3 3 2 2 0 4 5
"T459_16937" 2 2 3 4 2 6 1 3 6 5 3 12
"T459_16938" 26 25 33 35 46 44 39 48 41 39 49 32
"T459_16939" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16940" 1 0 0 2 2 9 5 5 9 1 3 2
"T459_16941" 24 21 18 21 27 35 45 42 34 31 35 35
"T459_16942" 16 17 23 10 14 12 10 13 13 2 10 6
"T459_16943" 1 0 7 0 1 0 2 1 1 0 2 0
"T459_16944" 23 18 14 6 3 6 4 3 7 4 4 3
"T459_16945" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16946" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16947" 7 5 8 12 12 15 12 6 10 1 5 1
"T459_16948" 1 0 0 0 0 0 1 0 0 0 1 0
"T459_16949" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16950" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16951" 470 581 614 403 339 349 464 523 420 796 845 1017
"T459_16952" 39 23 13 23 23 37 24 21 16 12 11 21
"T459_16953" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16954" 36 38 25 49 31 49 62 82 65 102 41 65
"T459_16955" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16956" 136 133 90 79 72 90 94 98 60 160 187 102
"T459_16957" 136 214 113 232 197 192 32 21 45 6 6 1
"T459_16958" 0 0 0 0 0 0 0 2 2 6 0 1
"T459_16959" 143 111 94 108 82 116 140 167 94 157 179 187
"T459_16960" 10 18 11 6 2 8 6 1 2 4 0 0
"T459_16961" 0 0 6 5 0 0 2 1 1 0 0 0
"T459_16962" 2 2 2 1 0 1 1 0 0 0 0 0
"T459_16963" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16964" 637 703 549 515 504 516 523 644 617 603 453 503
"T459_16965" 91 105 70 51 74 53 77 65 66 84 68 55
"T459_16966" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16967" 4607 4070 2489 6783 7293 7432 9741 10176 9618 3796 6939 14094
"T459_16968" 21 13 7 12 14 19 46 46 45 76 45 78
"T459_16969" 110 108 122 58 67 126 131 131 117 139 86 109
"T459_16970" 7 15 4 13 13 8 20 15 14 21 10 13
"T459_16971" 81 46 43 63 61 194 121 112 72 171 135 233
"T459_16972" 0 0 0 1 1 0 0 0 0 1 0 1
"T459_16973" 28 25 31 34 53 33 96 73 57 174 65 83
"T459_16974" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16975" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16976" 268 258 237 335 334 306 435 402 358 442 343 311
"T459_16977" 2 1 3 0 0 0 1 1 1 8 5 3
"T459_16978" 0 0 0 0 0 0 0 0 0 2 0 1
"T459_16979" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_16980" 6 6 5 6 1 1 0 0 3 4 3 3
"T459_16981" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16982" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16983" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16984" 48 52 42 46 58 43 76 77 85 90 126 126
"T459_16985" 105 96 154 174 188 327 414 378 416 353 423 424
"T459_16986" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16987" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16988" 1 4 0 0 1 4 12 14 3 5 1 5
"T459_16989" 35 78 130 292 299 178 499 580 611 296 204 171
"T459_16990" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16991" 0 0 0 2 1 2 0 0 0 0 0 0
"T459_16992" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16993" 112 128 307 528 480 542 351 424 458 168 78 123
"T459_16994" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16995" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16996" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_16997" 0 0 0 0 0 1 0 0 0 0 0 1
"T459_16998" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_16999" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_17000" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17001" 2 2 1 8 6 7 7 12 6 5 8 2
"T459_17002" 3 3 3 1 3 2 6 5 5 8 3 3
"T459_17003" 12 9 14 14 22 35 56 40 43 57 41 54
"T459_17004" 0 0 0 0 0 0 0 0 1 0 0 2
"T459_17005" 70 86 31 21 18 30 3 5 3 3 1 2
"T459_17006" 0 2 0 0 1 0 4 6 4 4 1 0
"T459_17007" 10 11 6 19 15 19 22 24 23 31 9 19
"T459_17008" 191 163 187 249 221 416 451 378 421 597 466 625
"T459_17009" 0 0 0 1 0 0 0 0 0 1 0 0
"T459_17010" 529 552 321 323 302 512 677 588 543 568 702 739
"T459_17011" 0 2 0 0 0 2 0 0 0 0 0 0
"T459_17012" 32 28 26 21 13 34 10 6 13 2 6 4
"T459_17013" 0 1 2 3 2 2 0 0 0 0 0 0
"T459_17014" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17015" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17016" 43 27 35 34 31 36 57 53 52 47 54 61
"T459_17017" 32 32 35 50 62 55 54 57 60 45 42 36
"T459_17018" 237 193 166 229 185 206 242 288 197 279 332 239
"T459_17019" 48 65 48 27 33 36 35 52 41 51 29 32
"T459_17020" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17021" 53 68 114 85 59 149 189 207 226 390 432 530
"T459_17022" 126 164 123 270 229 439 473 513 525 539 374 564
"T459_17023" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17024" 10 19 9 13 12 17 17 19 18 12 25 13
"T459_17025" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17026" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17027" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17028" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17029" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17030" 32 16 23 6 4 33 32 11 17 20 35 25
"T459_17031" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17032" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17033" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_17034" 365 431 409 415 347 403 452 489 532 476 550 613
"T459_17035" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17036" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17037" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17038" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17039" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17040" 0 0 0 0 0 1 0 0 0 0 1 0
"T459_17041" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17042" 0 0 0 0 0 0 2 2 0 0 0 0
"T459_17043" 0 1 1 1 0 0 0 0 1 2 0 1
"T459_17044" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17045" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17046" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17047" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17048" 0 0 0 0 0 2 0 0 0 0 0 0
"T459_17049" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17050" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17051" 2 0 0 1 1 0 1 0 2 1 0 1
"T459_17052" 12 8 13 8 14 39 27 18 24 15 16 22
"T459_17053" 27 37 21 114 125 126 337 367 442 211 463 142
"T459_17054" 74 92 46 59 51 51 38 21 22 64 79 50
"T459_17055" 0 0 0 0 0 0 0 1 0 0 0 1
"T459_17056" 1 0 1 0 0 0 0 0 0 0 0 0
"T459_17057" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17058" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17059" 2 0 2 1 0 0 6 0 1 3 2 3
"T459_17060" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17061" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17062" 3 1 5 9 7 7 12 10 8 9 10 11
"T459_17063" 8 3 2 6 3 11 17 6 15 7 10 22
"T459_17064" 1 0 1 0 1 0 0 1 0 0 0 0
"T459_17065" 13 22 13 7 28 27 37 36 30 37 42 23
"T459_17066" 38 84 34 71 77 96 230 187 222 632 542 763
"T459_17067" 45 90 74 92 104 99 108 130 117 128 124 88
"T459_17068" 3 0 0 1 0 1 0 3 2 1 3 1
"T459_17069" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17070" 477 451 351 404 337 459 666 673 661 759 561 492
"T459_17071" 59 70 16 33 49 43 53 81 59 38 21 47
"T459_17072" 82 81 71 75 66 111 92 113 105 151 95 142
"T459_17073" 1 0 0 0 2 1 2 6 3 23 5 28
"T459_17074" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17075" 9 4 3 4 5 6 10 2 4 3 9 8
"T459_17076" 1 0 0 2 0 2 0 1 2 3 1 8
"T459_17077" 0 0 1 1 3 1 0 4 3 2 1 5
"T459_17078" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17079" 2 3 1 2 1 1 0 0 0 0 0 0
"T459_17080" 103 112 44 92 96 88 45 53 93 11 30 8
"T459_17081" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17082" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17083" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17084" 10 10 8 6 6 7 3 3 4 2 15 7
"T459_17085" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17086" 0 1 0 0 0 0 2 1 1 0 0 0
"T459_17087" 1 0 0 0 0 0 2 0 0 0 0 0
"T459_17088" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17089" 1 0 0 0 0 0 0 0 0 0 0 0
"T459_17090" 11 18 16 26 21 26 27 27 21 21 21 21
"T459_17091" 5 3 8 82 84 79 258 176 193 188 111 213
"T459_17092" 2 0 0 5 4 1 0 3 1 1 0 2
"T459_17093" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17094" 0 1 0 0 0 1 48 37 41 307 117 230
"T459_17095" 234 288 230 214 169 167 180 203 208 153 197 176
"T459_17096" 3 5 2 3 1 0 4 2 5 5 3 5
"T459_17097" 15 13 25 13 14 39 34 16 39 36 37 28
"T459_17098" 0 0 1 0 0 0 0 0 0 1 1 2
"T459_17099" 29 36 32 50 49 63 76 88 71 85 69 92
"T459_17100" 625 901 573 589 601 515 332 437 472 216 198 156
"T459_17101" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_17102" 120 93 61 432 348 559 28 32 33 2 25 1
"T459_17103" 50 54 20 41 37 49 14 8 17 2 1 1
"T459_17104" 479 912 343 774 824 735 902 987 926 767 689 740
"T459_17105" 95 53 41 64 64 99 97 99 70 85 85 102
"T459_17106" 3604 5977 3370 1472 1143 1111 3 2 2 0 1 1
"T459_17107" 70 65 31 21 17 14 0 0 0 0 0 0
"T459_17108" 0 1 1 3 2 6 0 0 0 1 2 2
"T459_17109" 42 33 72 221 209 260 268 278 275 379 259 316
"T459_17110" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17111" 1 0 0 0 2 4 1 2 2 0 0 0
"T459_17112" 0 2 0 1 1 4 0 0 2 1 0 4
"T459_17113" 31 24 23 39 35 40 25 34 43 30 27 39
"T459_17114" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17115" 0 0 0 0 0 0 1 3 9 2 3 0
"T459_17116" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17117" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17118" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17119" 458 575 241 425 369 425 396 451 475 382 391 440
"T459_17120" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17121" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17122" 79 63 43 77 57 76 24 20 16 50 34 81
"T459_17123" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17124" 0 0 3 3 2 4 5 4 2 2 1 1
"T459_17125" 10 8 10 4 2 4 1 1 0 0 0 0
"T459_17126" 1 0 0 0 0 0 0 0 0 1 0 0
"T459_17127" 205 173 142 141 125 168 186 184 147 203 188 190
"T459_17128" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17129" 55 45 64 36 29 58 56 54 29 64 68 58
"T459_17130" 7 7 6 4 6 9 0 0 0 2 0 1
"T459_17131" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17132" 18 17 27 26 25 49 38 54 32 55 46 44
"T459_17133" 43 54 35 58 36 48 51 44 40 38 36 46
"T459_17134" 239 198 339 209 219 296 411 367 348 381 382 360
"T459_17135" 152 128 63 74 73 94 99 89 93 95 98 116
"T459_17136" 3 2 5 1 2 3 6 7 5 10 8 7
"T459_17137" 592 766 724 822 858 968 1386 1511 1456 1597 1434 1159
"T459_17138" 148 139 86 161 122 137 177 191 187 167 85 93
"T459_17139" 459 377 348 94 80 123 7 7 2 1 5 1
"T459_17140" 46 42 145 4 2 4 0 0 1 1 0 1
"T459_17141" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17142" 131 130 218 114 119 99 150 166 156 171 203 199
"T459_17143" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17144" 258 179 55 540 645 1023 1022 929 698 159 120 202
"T459_17145" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17146" 167 175 75 226 263 304 252 284 253 16 19 15
"T459_17147" 59 65 39 54 71 55 43 49 42 44 35 28
"T459_17148" 514 453 403 508 499 563 596 656 648 550 468 524
"T459_17149" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17150" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_17151" 400 286 367 304 283 427 507 437 394 512 539 441
"T459_17152" 9 6 12 4 4 14 8 8 6 2 5 13
"T459_17153" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17154" 0 0 0 3 4 2 3 5 2 1 1 2
"T459_17155" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17156" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17157" 84 60 51 61 64 75 54 45 45 71 61 48
"T459_17158" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17159" 0 0 0 0 0 1 0 0 2 3 3 0
"T459_17160" 504 442 253 135 141 134 98 98 68 147 75 83
"T459_17161" 79 51 56 68 42 52 65 64 69 105 55 140
"T459_17162" 211 185 119 187 171 277 327 278 241 311 238 445
"T459_17163" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17164" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17165" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17166" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_17167" 88 81 51 51 51 66 50 55 45 57 59 39
